,,,,,,,,,Normalized abundance,,,,,,,,,,,,Raw abundance,,,,,,,,,,,,Spectral counts,,,,,,,,,,,
P10145ups|IL8_HUMAN_UPS,1,1,114.48,1.89E-11,15.55725319,50fmol,5fmol,"Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)",397724.2275,401587.566,351775.6835,1208019.764,1167629.181,1247824.026,2683862.398,2728957.712,2441866.44,5927771.788,6038860.569,5941126.971,397037.3886,405461.7951,353902.9394,1208019.764,1174834.773,1262193.986,3258702.48,3159248.431,2457286.728,7132627.041,7301929.459,7086823.607,0,1,0,8,8,6,9,8,13,14,12,11
P16083ups|NQO2_HUMAN_UPS,10,10,600.11,2.58E-11,6.648200795,50fmol,5fmol,Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human),4678734.381,4433846.8,4405797.317,7989483.47,8627799.818,8773285.785,14519079.83,14090356.72,14935474.55,30101253.71,30733326.4,29038314.57,4670654.569,4476621.377,4432440.03,7989483.47,8681043.096,8874319.075,17628832.78,16312065.65,15029791.47,36219514.49,37161411.3,34638110.61,2,3,1,5,5,7,11,13,15,21,11,12
P00915ups|CAH1_HUMAN_UPS,8,8,579.88,2.87E-11,9.609109819,50fmol,5fmol,Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human),1497507.548,1544967.79,1500058.096,3154225.926,2924655.665,3011086.735,6922063.016,6173516.308,5990870.938,14776546.91,14600335.46,14272820.25,1494921.468,1559872.532,1509129.239,3154225.926,2942704.096,3045762.455,8404657.382,7146930.721,6028703.047,17779968.9,17654095.24,17025214.24,1,0,1,3,5,4,12,13,13,32,39,39
P01344ups|IGF2_HUMAN_UPS,3,3,232.35,3.06E-11,6.374262031,50fmol,5fmol,Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human),2975611.173,3073518.269,3145334.436,6066236.011,5599242.087,5986229.791,9451302.924,9534766.499,10264590.96,20035178.49,19157237.97,19415505.52,2970472.523,3103169.371,3164354.884,6066236.011,5633795.741,6055167.303,11475619.73,11038168.88,10329411.44,24107448.97,23164105,23159623.33,9,6,6,8,11,5,8,8,8,8,9,13
P55957ups|BID_HUMAN_UPS,8,8,582.25,6.07E-11,5.982547181,50fmol,5fmol,BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human),3552929.709,3477269.331,3171173.114,6788067.385,6712698.51,6514615.311,12022651.68,11736593.64,11366171.99,20317472.37,21005323.7,19707394.15,3546794.074,3510815.534,3190349.814,6788067.385,6754123.449,6589637.719,14597709.95,13587170.98,11437948.91,24447120.77,25398730.47,23507800.25,2,3,4,15,11,8,29,32,28,38,32,37
P01579ups|IFNG_HUMAN_UPS,5,5,271.68,6.45E-11,8.888768346,50fmol,5fmol,Interferon Gamma (Chain 23-166) - Homo sapiens (Human),1144621.904,1051008.879,1146832.737,2522805.74,2327805.07,2392636.443,5044911.982,4402881.13,4668607.691,9986297.812,9828483.43,9895602.688,1142645.23,1061148.26,1153767.857,2522805.74,2342170.258,2420190.08,6125450.842,5097109.141,4698089.762,12016072.88,11884177.8,11803886.88,9,4,6,8,5,7,11,6,13,14,14,11
O00762ups|UBE2C_HUMAN_UPS,7,7,511.22,7.97E-11,6.295802592,50fmol,5fmol,"Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)",6971616.299,7088532.446,7136152.224,13402068.5,13432843.39,12149498.91,22908323.79,22124002.37,23255499.05,46576877.66,44741530.54,42129318.37,6959576.858,7156917.529,7179305.923,13402068.5,13515739.22,12289412.72,27814917.64,25612423.18,23402356.59,56043908.06,54099526.91,50253604.98,8,3,7,10,6,6,10,11,10,14,16,14
P06396ups|GELS_HUMAN_UPS,18,18,1070.64,8.77E-11,5.529477066,50fmol,5fmol,Gelsolin (Chain 28-782) - Homo sapiens (Human),8494204.091,8254066.347,8362675.653,13746928.38,13683169.71,13725120.59,26031980.71,25118165.14,22651130.22,47579643.61,45568496.81,45702260.08,8479535.259,8333695.666,8413246.377,13746928.38,13767610.33,13883179.28,31607611.53,29078693.11,22794171.2,57250492.22,55099458.82,54515558.61,5,7,7,35,32,29,58,69,75,85,80,85
P00441ups|SODC_HUMAN_UPS,2,1,146.41,1.03E-10,5.547829809,50fmol,5fmol,Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human),1675600.915,1728802.749,1656256.163,2968726.057,2925858.641,3161138.55,5499890.561,4928108.66,4977135.119,9333752.976,9215620.751,9526305.709,1672707.282,1745480.999,1666271.866,2968726.057,2943914.496,3197542.269,6677878.502,5705152.367,5008565.528,11230894.38,11143130.71,11363374.07,1,2,2,3,4,2,3,3,3,3,5,3
P41159ups|LEP_HUMAN_UPS,5,5,446.79,1.26E-10,9.679520724,50fmol,5fmol,Leptin (Chain 22-167) - Homo sapiens (Human),1844806.251,1607476.257,1712030.952,4127159.416,3708705.478,4228024.399,8297320.085,8293120.082,8325178.143,16403366.89,16107110.82,17477601.45,1841620.413,1622984.036,1722383.936,4127159.416,3731592.383,4276714.391,10074472.36,9600744.815,8377751.309,19737449.83,19476022.94,20848010.67,5,6,4,7,8,12,21,18,21,31,23,18
P08758ups|ANXA5_HUMAN_UPS,13,13,941.4,1.34E-10,5.365143762,50fmol,5fmol,Annexin A5 (Chain 2-320) - Homo sapiens (Human),6243076.336,6014421.603,5907659.796,9906929.58,9956991.385,9825711.5,18976972.72,16773504.31,16604291.46,32577921.61,32172616.19,32708144.91,6232295.027,6072444.434,5943384.563,9906929.58,10018437.28,9938864.541,23041534.5,19418280.81,16709146.89,39199580.03,38901738.37,39015637.04,2,3,3,18,20,16,36,36,29,38,44,37
P15559ups|NQO1_HUMAN_UPS,3,3,207.43,2.07E-10,18.37878079,50fmol,5fmol,NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human),334518.2442,360353.9204,369215.3477,1156172.304,1094208.52,1194695.636,2853785.986,2262521.852,2435875.514,6858798.958,6289765.278,6408066.892,333940.5572,363830.3568,371448.0646,1156172.304,1100961.023,1208453.769,3465020.962,2619266.901,2451257.97,8252891.081,7605312.599,7643808.985,4,4,7,7,6,4,10,7,11,13,13,10
P00709ups|LALBA_HUMAN_UPS;sp|P39079|TCPZ_YEAST;sp|Q06839|YP097_YEAST,6,5,293.81,2.27E-10,8.080961276,50fmol,5fmol,Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human),865845.3773,891361.2932,862024.9915,1784562.586,1556602.463,1692246.848,3431900.235,3329591.097,3028266.595,7179306.151,7276643.721,6709959.761,864350.1295,899960.5084,867237.8242,1784562.586,1566208.459,1711734.789,4166957.969,3854587.193,3047389.977,8638543.288,8798603.402,8003919.368,1,1,3,18,11,17,34,34,24,24,20,18
P06732ups|KCRM_HUMAN_UPS,15,15,907.06,2.52E-10,6.639673583,50fmol,5fmol,Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human),4700835.704,4783802.276,4603707.526,9109645.381,8595673.786,8197137.009,16600295.15,14965049.29,14597185.83,32464773.97,31078495.66,29998745.85,4692717.725,4829952.973,4631547.04,9109645.381,8648718.811,8291535.362,20155810.9,17324676.12,14689366.47,39063434.45,37578775.07,35783753.03,11,15,14,32,29,27,37,44,44,55,55,50
P63279ups|UBC9_HUMAN_UPS,5,5,257.62,3.26E-10,8.213603091,50fmol,5fmol,SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human),921392.1248,812097.2016,805079.8644,1987841.19,1769663.863,1978067.733,3228375.539,3159903.92,3292428.569,6804880.665,6772331.156,7273587.93,919800.9521,819931.7336,809948.3387,1987841.19,1780584.689,2000847.191,3919841.563,3658144.447,3313220.123,8188013.571,8188810.423,8676238.514,0,0,0,0,0,0,1,1,2,27,23,26
P00167ups|CYB5_HUMAN_UPS,3,3,262.17,4.07E-10,11.30074235,50fmol,5fmol,"Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)",1338502.947,1269237.715,1310049.562,3439201.147,3318765.597,3079000.996,7795961.372,6607394.63,6242188.515,14684067.65,14962992.8,14626877.46,1336191.456,1281482.411,1317971.687,3439201.147,3339246.133,3114458.817,9465730.684,7649221.175,6281607.684,17668692.68,18092604.83,17447548.42,2,0,2,8,5,10,26,17,19,25,29,26
P10636-8ups|TAU_HUMAN_UPS,14,14,1015.16,4.49E-10,8.11520886,50fmol,5fmol,Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human),4880739.399,5087750.206,4946104.957,11284440.01,9922648.757,10224406.22,20488840.84,18938909.58,17569262.93,42355099.07,40113710.37,38566240.49,4872310.74,5136833.175,4976015.015,11284440.01,9983882.718,10342150.64,24877220.41,21925118.19,17680212.12,50964027.59,48503766.58,46003417.34,9,13,11,16,14,20,24,32,29,48,56,54
P68871ups|HBB_HUMAN_UPS,9,8,525.56,5.50E-10,5.121351007,50fmol,5fmol,Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human),2660999.548,2458847.628,2427635.181,3723918.533,3727119.907,3507300.491,7035296.566,6739938.506,6250756.824,13488808.05,12681600.65,12482897.67,2656404.209,2482568.828,2442315.562,3723918.533,3750120.45,3547690.616,8542143.734,7802664.019,6290230.103,16230489.38,15334043.95,14890120.06,4,5,2,7,10,8,11,8,13,23,24,19
P01375ups|TNFA_HUMAN_UPS,6,6,442.92,6.22E-10,5.8670135,50fmol,5fmol,"Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)",7664315.679,6568628.554,7444902.014,13241785.36,12531177.51,12996631.44,21403570.05,22084044.96,22187506.74,41197548.3,41175773.2,44810895.07,7651080,6631997.977,7489922.783,13241785.36,12608509.04,13146300.84,25987869.88,25566165.45,22327619.95,49571197.67,49787967.1,53452301.31,5,1,1,11,10,10,10,12,12,16,24,26
P51965ups|UB2E1_HUMAN_UPS,4,4,161.67,6.23E-10,4.698531221,50fmol,5fmol,"Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)",1585456.692,1628333.315,1638592.437,2651792.717,2496798.296,2546201.932,4493045.951,4111112.403,4131486.998,7829970.03,7926236.328,7042864.053,1582718.731,1644042.309,1648501.324,2651792.717,2512206.364,2575524.032,5455383.999,4759335.533,4157577.173,9421458.512,9584062.734,8401021.467,0,0,1,8,7,6,14,9,9,8,11,11
P61769ups|B2MG_HUMAN_UPS,4,3,190.39,7.42E-10,4.416964122,50fmol,5fmol,Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human),2459703.817,2328714.186,2362460.145,3728549.829,3749416.835,3394403.339,6270895.245,6536269.902,5910563.241,10369999.66,10236926.41,10978246.14,2455456.099,2351179.952,2376746.4,3728549.829,3772554.976,3433493.339,7614019.966,7566881.795,5947888.211,12477764.44,12378049.41,13095309.07,3,6,4,11,9,8,14,11,11,12,15,10
P01112ups|RASH_HUMAN_UPS,5,5,301.57,7.94E-10,11.01947259,50fmol,5fmol,GTPase HRas (Chain 1-189) - Homo sapiens (Human),279281.9788,262563.3999,306357.0233,667807.5036,592055.1495,695764.3667,1442269.059,1431663.751,1256351.763,3177560.152,2997011.273,3172171.696,278799.6804,265096.4235,308209.6238,667807.5036,595708.7991,703776.7995,1751179.853,1657402.546,1264285.574,3823418.357,3623856.629,3783898.471,2,2,3,3,6,1,2,4,1,11,11,14
P05413ups|FABPH_HUMAN_UPS,8,8,491.11,2.16E-09,9.449688307,50fmol,5fmol,"Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)",1398462.825,1382390.561,1295574.893,2828090.736,2692086.304,2722008.097,7105990.27,6103507.32,5320762.163,12719779.16,12922300.17,12878897.32,1396047.788,1395726.875,1303409.486,2828090.736,2708699.519,2753354.783,8627978.89,7065883.006,5354362.562,15305150.75,15625087.41,15362484.92,10,7,10,25,16,18,17,16,24,33,28,32
P99999ups|CYC_HUMAN_UPS,4,4,273.39,2.24E-09,8.187786156,50fmol,5fmol,Cytochrome c (Chain 2-105) - Homo sapiens (Human),260546.4645,311023.9707,268166.03,719358.0166,657761.2297,642721.3379,1330048.675,1287663.276,1146352.01,2193931.137,2356346.696,2325304.772,260096.521,314024.5072,269787.6821,719358.0166,661820.3601,650122.9264,1614923.671,1490696.673,1153591.177,2639860.83,2849192.684,2773720.344,0,0,0,5,4,3,4,3,3,7,7,6
P00918ups|CAH2_HUMAN_UPS,6,6,321.83,2.35E-09,4.652856341,50fmol,5fmol,Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human),4642027.097,4741832.674,4460188.526,6971922.549,6958220.077,7359050.948,12715408.58,11258602.22,10549199.81,21398514,21482978.6,21532875.31,4634010.676,4787578.479,4487160.153,6971922.549,7001160.161,7443797.889,15438844.22,13033811.86,10615817.58,25747890.61,25976290.15,25685310.18,5,7,3,15,13,15,21,13,17,14,14,12
P62937ups|PPIA_HUMAN_UPS,7,6,278.27,2.67E-09,4.358768684,50fmol,5fmol,"Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)",3374666.86,3291229.761,3137164.487,4889096.99,4726868.973,4699879.93,7938215.205,7426934.203,6941692.794,15278926.43,13925313.88,13525035.46,3368839.072,3322981.189,3156135.53,4889096.99,4756039.098,4754003.818,9638452.996,8597982.344,6985529.306,18384460.08,16837888.28,16133225.4,1,2,1,18,20,19,23,28,36,25,20,18
Q06830ups|PRDX1_HUMAN_UPS,6,5,288.52,2.74E-09,7.445913322,50fmol,5fmol,Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human),1193046.371,1135915.843,1134074.963,2284007.358,2318905.329,2074480.714,4888606.748,4408473.577,3837821.242,8725667.943,8635205.11,8424601.597,1190986.073,1146874.345,1140932.935,2284007.358,2333215.596,2098370.465,5935667.545,5103583.383,3862056.929,10499212.41,10441317.17,10049215.54,5,9,6,13,7,7,10,12,14,7,11,10
P69905ups|HBA_HUMAN_UPS,2,2,67.42,2.79E-09,9.660483329,50fmol,5fmol,Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human),182175.5836,161539.0543,173457.0481,395896.2552,365913.2787,360069.5731,930792.7785,946808.1291,747978.279,1697516.126,1577608.841,1721003.483,181860.9804,163097.4674,174505.9765,395896.2552,368171.3773,364216.1397,1130153.594,1096096.903,752701.7318,2042546.484,1907576.494,2052884.607,0,0,0,1,0,0,4,5,1,6,6,4
sp|Q04632|COG8_YEAST,1,1,26.4,4.49E-09,14.64892061,50fmol,5fmol,Conserved oligomeric Golgi complex subunit 8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COG8 PE=1 SV=1,48914.89212,41295.2403,55551.67377,158540.8735,158975.8938,161874.8567,284024.776,359017.4906,343616.3188,705662.8316,693319.8838,736270.4115,48830.41989,41693.6272,55887.60553,158540.8735,159956.9548,163739.01,344858.3066,415625.8775,345786.2421,849093.0445,838332.4678,878254.001,0,0,0,0,0,0,0,0,1,2,2,8
O76070ups|SYUG_HUMAN_UPS,11,11,970.45,4.52E-09,5.487176877,50fmol,5fmol,Gamma-synuclein (Chain 1-127) - Homo sapiens (Human),4418110.545,4422998.917,4146422.595,6949565.436,6633898.122,6315176.928,12761438.85,11934288.37,10427204.16,24064120.39,24581010.35,22619754.85,4410480.811,4465668.842,4171496.818,6949565.436,6674836.773,6387902.6,15494733.43,13816037.39,10493051.54,28955297.53,29722296.38,26981785.34,1,0,0,7,10,13,45,40,35,32,39,38
P02144ups|MYG_HUMAN_UPS,6,6,496.13,6.17E-09,5.378481726,50fmol,5fmol,Myoglobin (Chain 2-154) - Homo sapiens (Human),2683543.462,2530740.292,2419326.905,3959378.771,3725515.807,3503153.878,7139588.614,6272440.807,5928666.384,13185517.94,14269566.22,13602151.27,2678909.191,2555155.062,2433957.045,3959378.771,3748506.451,3543496.25,8668773.458,7261453.224,5966105.675,15865553.73,17254143.35,16225212.35,7,11,11,13,8,5,33,27,28,42,51,36
sp|A6ZY89|ARO1_YEAS7,3,1,123.78,1.37E-08,2.563520678,50fmol,5fmol,Pentafunctional AROM polypeptide OS=Saccharomyces cerevisiae (strain YJM789) GN=ARO1 PE=3 SV=1,2210067.014,2071169.017,2119358.24,2709885.835,2771802.782,2699288.109,3173228.328,3451574.169,3497409.909,5764541.779,5279299.317,5364214.667,2206250.4,2091150.172,2132174.411,2709885.835,2788907.939,2730373.151,3852882.707,3995804.049,3519495.912,6936219.552,6383500.788,6398658.59,5,1,2,4,5,7,4,4,2,3,4,2
P02741ups|CRP_HUMAN_UPS,5,5,164.84,1.94E-08,3.360402794,50fmol,5fmol,C-reactive protein (Chain 19-224) - Homo sapiens (Human),1853790.253,2178816.33,2044894.756,2611698.81,2653131.319,2597320.102,4190524.966,3763683.302,4009044.527,7115026.798,6458772.119,6849053.561,1850588.901,2199835.989,2057260.632,2611698.81,2669504.138,2627230.879,5088067.893,4357125.254,4034361.482,8561198.77,7809668.374,8169836.244,1,0,1,0,1,3,6,2,4,12,6,5
P02753ups|RETBP_HUMAN_UPS,3,2,175.36,2.35E-08,4.674736826,50fmol,5fmol,Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human),1245387.953,1206952.93,1417457.389,1975883.551,2093849.728,2178911.591,3475560.531,3135009.132,3340247.319,5780865.697,5681827.073,6627595.722,1243237.265,1218596.747,1426029.029,1975883.551,2106771.148,2204003.969,4219969.597,3629324.353,3361340.847,6955861.404,6870219.97,7905672.113,2,3,3,4,3,3,6,4,3,6,8,5
P01133ups|EGF_HUMAN_UPS,1,1,64.13,2.64E-08,6.74552441,50fmol,5fmol,Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human),422716.2161,391330.9211,386328.0689,929083.5087,789557.2799,788542.5986,1525928.613,1199583.95,1359684.254,2776794.822,2818024.787,2502340.644,421986.218,395106.2015,388664.2697,929083.5087,794429.7409,797623.467,1852757.936,1388729.366,1368270.605,3341195.064,3407433.898,2984896.103,0,0,0,4,5,4,2,4,2,4,3,3
P09211ups|GSTP1_HUMAN_UPS,1,1,91.97,3.39E-08,9.763038756,50fmol,5fmol,Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human),324864.0559,247821.4683,266940.9738,665793.3219,781490.626,683125.7763,1376387.432,1199278.608,1124258.227,2588208.39,2592030.809,3017066.842,324303.0409,250212.2723,268555.2178,665793.3219,786313.3066,690992.663,1671187.443,1388375.878,1131357.872,3114277.305,3134171.738,3598882.943,0,1,0,2,1,2,2,2,3,3,2,2
sp|P11986|INO1_YEAST,1,0,30.42,6.50E-08,5.280417007,50fmol,5fmol,Inositol-3-phosphate synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=INO1 PE=1 SV=3,438030.5044,393278.4018,410540.1273,581411.675,664237.5444,591219.3578,1379331.507,1157306.65,1026266.113,2262753.126,2129209.163,2165518.467,437274.0596,397072.4701,413022.7432,581411.675,668336.641,598027.8488,1674762.091,1339785.957,1032746.942,2722671.302,2574547.786,2583120.588,4,4,1,2,2,1,0,1,2,1,1,1
P01031ups|CO5_HUMAN_UPS,3,3,157.18,1.01E-07,7.016546092,50fmol,5fmol,Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human),555632.5848,557398.7232,494739.9551,899563.5271,844452.6502,713742.7022,2223308.372,1664719.98,1727295.564,3827818.971,3986817.658,3466364.545,554673.0504,562776.1068,497731.7438,899563.5271,849663.8777,721962.1739,2699505.202,1927206.113,1738203.366,4605846.19,4820687.771,4134823.949,0,0,0,0,0,0,0,0,0,3,4,3
P01127ups|PDGFB_HUMAN_UPS,2,2,136.03,1.15E-07,8.65223455,50fmol,5fmol,Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human),357315.5563,360881.5026,316534.4114,781862.4828,742749.8939,741926.7787,1706065.683,1698880.012,1352740.298,3372071.222,3190573.508,2390094.646,356698.5,364363.0289,318448.5564,781862.4828,747333.5004,750470.8186,2071477.464,1966752.357,1361282.798,4057464.97,3857903.726,2851004.404,0,1,0,4,5,4,8,12,13,6,6,8
sp|P47136|BUD4_YEAST,1,0,32.92,3.04E-07,5.43624693,50fmol,5fmol,Bud site selection protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BUD4 PE=1 SV=2,146558.1927,142144.7581,150501.4427,214177.8287,178543.1308,217580.3397,325979.7919,366753.7269,402575.9585,920452.7028,787954.326,679216.5071,146305.0981,143516.0689,151411.5541,214177.8287,179644.9437,220085.9982,395799.411,424581.9314,405118.2095,1107540.248,952760.3493,810197.7285,0,0,0,0,0,1,2,4,3,1,1,1
P10599ups|THIO_HUMAN_UPS,1,1,90.04,7.96E-07,5.784290463,50fmol,5fmol,"Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)",665239.6998,603674.0903,565517.0424,1056551.761,874956.2448,967199.7062,2576754.341,1759601.75,1855513.541,3654734.214,3781767.371,3174379.185,664090.8824,609497.9055,568936.8339,1056551.761,880355.714,978337.9925,3128653.603,2037048.446,1867231.035,4397580.915,4572749.818,3786531.655,0,0,0,4,4,3,3,2,1,2,4,3
Q15843ups|NEDD8_HUMAN_UPS,2,2,112.52,9.69E-07,7.383835985,50fmol,5fmol,NEDD8 (Chain 1-81) - Homo sapiens (Human),772839.0653,781984.3214,637402.3078,1434613.467,1237730.699,1176885.934,3152169.202,2137561.534,2283354.954,5914579.204,5693558.212,4578897.554,771504.4322,789528.3459,641256.8034,1434613.467,1245368.897,1190438.97,3827313.055,2474603.36,2297774.249,7116752.986,6884404.758,5461899.642,0,0,0,3,8,7,9,6,9,19,21,17
sp|P07263|SYH_YEAST,5,3,299.33,1.94E-06,1.631114072,50fmol,5fmol,"Histidine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HTS1 PE=1 SV=2",3178543.793,3024422.689,3037757.395,3440066.837,3206414.981,3220151.228,3972280.668,3810788.086,3679842.195,5117929.911,5224949.038,4729795.805,3173054.695,3053600.153,3056127.304,3440066.837,3226202.186,3257234.538,4823079.183,4411657.325,3703080.25,6158179.935,6317782.778,5641897.358,9,7,4,8,6,14,6,4,10,14,16,23
