,,,,,,,,,"Normalized abundance",,,,,,,,,,,,"Raw abundance",,,,,,,,,,,,"Spectral counts",,,,,,,,,,,
"P69783|PTGA_ECOLI","5","3","306.06","7.70992159004891E-10","4.44427166616305","15 ng","3 ng","Glucose-specific phosphotransferase enzyme IIA component OS=Escherichia coli (strain K12) GN=crr PE=1 SV=2","13517362.5519395","12713945.1411437","12996342.6467726","32043000.7064343","34492301.8744438","32943347.2577193","36664705.8584287","36854832.4886977","38965798.5827611","54618263.5313617","57763047.6520337","61957023.7521774","13990408.7306523","13385008.6865179","12856968.6541517","28808014.7556612","34492301.8744438","33010053.0918054","35513098.3088054","33931594.2425397","38423337.2739522","54398264.0719841","54434916.321582","56579116.0197265","4","3","3","3","3","5","2","3","4","4","5","5"
"sp|P0A6P9|ENO_ECOLI","6","1","454.26","7.72927943870627E-10","6.52828585015867","15 ng","3 ng","Enolase OS=Escherichia coli (strain K12) GN=eno PE=1 SV=2","10304526.0383985","9983930.59444645","10545293.2482487","32726036.4956334","33252973.6624374","34501584.5469396","41704931.0296844","39829219.4970136","42948161.4791082","59985352.3764991","69627235.5504204","71678945.1291558","10665137.5591136","10510899.3509654","10432204.5383468","29422092.8588377","33252973.6624374","34571445.6013276","40395014.2498867","36670059.9001278","42350259.8131791","59743734.5688252","65615525.7548425","65457168.6473494","0","0","1","2","2","2","1","0","1","2","2","2"
"P0A9D8|DAPD_ECOLI","4","0","249.6","7.88628606862574E-10","11.938845768518","15 ng","3 ng","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase OS=Escherichia coli (strain K12) GN=dapD PE=1 SV=1","1020907.78750553","1001144.74621668","1136191.10690012","4873108.14298492","5361777.96140286","5580843.10633261","6687721.75629821","6974368.80058309","7605594.76729764","11329768.1791866","13048038.6916652","13327976.8539408","1056634.91443891","1053986.86055417","1124006.48733037","4381130.61180481","5361777.96140286","5592143.56075818","6477666.04511725","6421178.34375691","7499713.685893","11284132.4757947","12296250.340187","12171100.2733705","0","0","0","3","2","3","4","3","3","4","4","4"
"P0AD61|KPYK1_ECOLI","8","5","372.15","8.30006174901143E-10","11.9858314425177","15 ng","3 ng","Pyruvate kinase I OS=Escherichia coli (strain K12) GN=pykF PE=1 SV=1","1536097.19955383","1527183.18986784","1797038.58738719","8636229.30775918","8709896.22947034","8949252.47818067","10188545.3459898","11815291.9268953","11417870.8035979","17656649.6229389","19700683.2319128","20897631.1580493","1589853.61154532","1607790.5036836","1777766.97770243","7764335.91880308","8709896.22947034","8967373.50718036","9868531.71256732","10878130.8840168","11258917.224685","17585529.5777321","18565589.7117369","19083703.9325532","0","0","0","0","0","0","2","1","1","6","4","5"
"sp|P0A9D8|DAPD_ECOLI","5","1","338.69","8.34343816258354E-10","11.1869890648739","15 ng","3 ng","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase OS=Escherichia coli (strain K12) GN=dapD PE=1 SV=1","1306627.23895613","1282078.98751065","1399002.72208363","5762201.69568642","6573387.4724423","6727700.50438556","8109334.75642006","8694946.89777804","9210376.12858348","13489707.0906171","15085151.5458544","16035597.7648617","1352353.24652716","1349749.28663947","1383999.68620163","5180463.37155614","6573387.4724423","6741323.19032927","7854627.37750435","8005284.25102224","9082154.12695501","13435371.268216","14215990.9401535","14643698.0254703","0","0","0","0","1","0","2","2","1","3","3","1"
"P00350|6PGD_ECOLI","9","6","485.76","9.61318469272499E-10","5.91128768178222","15 ng","3 ng","6-phosphogluconate dehydrogenase, decarboxylating OS=Escherichia coli (strain K12) GN=gnd PE=1 SV=2","6858375.92351407","6969533.6162958","7323562.33150433","20868812.4905296","21857614.5730188","21119292.1321278","23990639.0035272","22783285.3851917","24853646.5530268","37656663.3160168","43270539.669566","44105232.13888","7098387.87187518","7337397.39785489","7245023.76491742","18761946.2879949","21857614.5730188","21162055.8496687","23237113.2258099","20976169.0122833","24507647.1861925","37504984.2798144","40777422.6230529","40276870.8878622","0","0","1","3","6","5","5","5","6","7","8","7"
"sp|P0A6Y1|IHFB_ECOLI","1","0","62.87","9.71907443414466E-10","5.96693061468761","15 ng","3 ng","Integration host factor subunit beta OS=Escherichia coli (strain K12) GN=ihfB PE=1 SV=1","1664388.59513876","1550449.85578965","1498111.91308165","4641170.27531453","4978470.25256977","4841372.38346878","5647972.98247072","5877274.56560472","5865995.48920969","8560771.93208756","10091641.9427313","9469433.93769595","1722634.62218719","1632285.22361612","1482046.02097692","4172608.64548024","4978470.25256977","4851175.50943634","5470574.90509909","5411103.03169215","5784332.19200342","8526289.59824638","9510192.19084785","8647481.25321635","0","0","0","0","0","0","0","1","0","0","1","0"
"sp|P0A6A8|ACP_ECOLI","2","0","182.56","1.02976716043202E-09","7.32062191691481","15 ng","3 ng","Acyl carrier protein OS=Escherichia coli (strain K12) GN=acpP PE=1 SV=2","7900299.31198887","8079701.92899557","8906019.17654055","35070038.9084328","31744929.8811726","31569452.1499685","39754662.1026987","36777091.5492446","36754841.0799135","55955326.044679","64596107.5274407","61629712.9212032","8176773.83768603","8506162.27327472","8810510.19491939","31529450.303725","31744929.8811726","31633376.031802","38506001.6283186","33860019.5307468","36243159.556053","55729940.9686402","60874276.0447534","56280215.9700037","0","0","0","2","0","1","2","2","2","2","2","2"
"P0AEE5|DGAL_ECOLI","7","4","463.15","1.07293740558845E-09","4.46516506673229","15 ng","3 ng","D-galactose-binding periplasmic protein OS=Escherichia coli (strain K12) GN=mglB PE=1 SV=1","14690553.3080175","13937164.8004829","15185800.8011906","34824475.7103939","36825480.6673622","36381129.7439375","43044501.5758036","42180956.0743664","45814395.2801153","60834586.0023835","66486490.338342","68313517.7454412","15204655.8246018","14672791.9500142","15022946.8547895","31308678.5883241","36825480.6673622","36454796.6237957","41692510.0126946","38835262.2879706","45176591.4180142","60589547.5268505","62655740.740783","62383862.428497","3","4","3","2","6","6","6","7","7","8","10","8"
"sp|P0A825|GLYA_ECOLI","4","1","244.89","1.15942766498733E-09","6.31374423627965","15 ng","3 ng","Serine hydroxymethyltransferase OS=Escherichia coli (strain K12) GN=glyA PE=1 SV=1","5213337.65400752","5074564.62231273","5142300.35112401","15317622.0180432","16373613.6719612","16771370.6941505","18792574.7991873","19251725.1230521","20141856.3573774","29004738.9209113","34200982.2361722","34216631.7465698","5395780.74866389","5342408.73276586","5087153.84178125","13771190.9430762","16373613.6719612","16805330.4573211","18202315.8428174","17724723.7670839","19861452.0500396","28887909.3758211","32230425.53705","31246607.0858575","1","2","0","0","0","0","1","1","2","1","1","2"
"sp|P0A7U7|RS20_ECOLI","1","1","57.59","1.18030807350067E-09","5.57399655667063","15 ng","3 ng","30S ribosomal protein S20 OS=Escherichia coli (strain K12) GN=rpsT PE=1 SV=2","949500.23973815","911752.697057482","998570.818771188","2579458.08961292","2882052.00182108","2690788.26558921","3288780.13115278","3203805.83299455","3324763.31273722","4876865.96816794","5615271.65279491","5448510.14525148","982728.427438908","959876.547726923","987862.052027381","2319042.0706216","2882052.00182108","2696236.74883534","3185482.31546292","2949687.52307833","3278477.71039607","4857222.21153629","5291736.75849287","4975576.11669502","0","0","0","0","0","1","0","1","0","0","0","0"
"P0AET2|HDEB_ECOLI","4","3","327.52","1.26191512794804E-09","5.74919139848795","15 ng","3 ng","Acid stress chaperone HdeB OS=Escherichia coli (strain K12) GN=hdeB PE=1 SV=1","37405513.6399166","36109636.8603063","38986959.252745","111276082.756349","118878186.796566","109807715.573126","138490033.298652","131738709.732745","146651686.187094","197701465.137527","220301181.218673","228793515.34731","38714536.403948","38015564.6163758","38568859.4596811","100041911.285586","118878186.796566","110030061.383924","134140177.922473","121289506.499808","144610078.712808","196905134.155246","207608096.397974","208934097.628303","3","3","3","6","4","6","5","5","4","5","6","7"
"P0A853|TNAA_ECOLI","23","9","1589.36","1.56996871059079E-09","5.23893548072896","15 ng","3 ng","Tryptophanase OS=Escherichia coli (strain K12) GN=tnaA PE=1 SV=1","321944825.536981","320130529.25725","343806231.272868","881998543.387355","907470685.208251","923809989.55497","1077867413.7007","1093896324.2287","1132779038.66899","1551400446.61126","1760739308.529","1852830265.90401","333211429.424497","337027560.474624","340119221.131415","792954045.882242","907470685.208251","925680580.160357","1044012505.49815","1007131052.04092","1117009085.98594","1545151488.15917","1659290858.42689","1692003460.31405","18","19","19","23","24","20","24","25","29","30","24","26"
"P0ABK5|CYSK_ECOLI","4","1","227.47","1.61367064155371E-09","8.95215224305783","15 ng","3 ng","Cysteine synthase A OS=Escherichia coli (strain K12) GN=cysK PE=1 SV=2","1782411.1300333","1514817.9462034","1723785.96399992","6411800.2213545","7217769.53086141","7234513.82370461","8038669.20631436","8767543.0064602","8731871.8487046","13784620.4871504","15278176.9791902","15886093.5885407","1844787.40874282","1594772.60152797","1705299.92229139","5764479.95864637","7217769.53086141","7249162.73825","7786181.37284692","8072122.20786672","8610311.33143868","13729096.7692798","14397894.8344021","14507170.9035199","0","0","0","1","1","1","1","2","2","2","3","3"
"P0A799|PGK_ECOLI","8","1","439.69","1.62311364348966E-09","4.98836421916634","15 ng","3 ng","Phosphoglycerate kinase OS=Escherichia coli (strain K12) GN=pgk PE=1 SV=2","21139153.1589033","19410442.9417309","21993809.053445","52982347.5170901","54817499.0222865","54988598.3120899","65014548.616145","68219334.2092784","72323456.786338","97614937.1788142","105079678.499221","109294668.737396","21878927.3259881","20434958.9761448","21757945.3905643","47633374.384797","54817499.0222865","55099942.8056211","62972496.3681112","62808337.7829848","71316607.7430014","97221749.4057503","99025306.6400049","99807824.3326431","4","3","2","5","6","7","7","6","8","6","7","8"
"P33221|PURT_ECOLI","1","1","41.07","1.64212143882736E-09","13.7948154946956","15 ng","3 ng","Phosphoribosylglycinamide formyltransferase 2 OS=Escherichia coli (strain K12) GN=purT PE=1 SV=3","66326.6166748867","77409.5007771878","86337.8808554582","497610.490953661","512369.406307316","499999.220444286","630509.026644692","553178.863594492","607655.50849865","967961.462357165","1151621.0428835","1054245.85153866","68647.7464399905","81495.3052588416","85411.9853557545","447372.906716765","512369.406307316","501011.651414983","610705.268829388","509302.022978773","599196.04880748","964062.565090051","1085268.13684024","962736.663822152","0","0","0","0","0","1","0","1","0","1","0","0"
"sp|P0A853|TNAA_ECOLI","15","0","988.4","1.64520352896602E-09","5.31585382291485","15 ng","3 ng","Tryptophanase OS=Escherichia coli (strain K12) GN=tnaA PE=1 SV=1","227080364.799814","225768838.606495","243654653.033223","637630011.928042","638306078.131125","658586421.587211","757469369.013454","771985519.173984","807478866.02372","1112959099.47572","1262908842.02002","1326644746.43329","235027144.241181","237685300.065811","241041677.772653","573256386.334222","638306078.131125","659919970.246552","733677893.709316","710753451.552417","796237570.876941","1108476159.44132","1190143871.06573","1211491167.25885","6","6","10","8","10","6","8","11","10","10","7","10"
"P0AFG8|ODP1_ECOLI","7","5","340.43","1.64549041059558E-09","6.63144514175622","15 ng","3 ng","Pyruvate dehydrogenase E1 component OS=Escherichia coli (strain K12) GN=aceE PE=1 SV=2","2812359.48065946","3011748.43220364","2977420.28311731","8176331.67911229","9083828.94225289","9142654.16590171","11022929.1939197","10190238.6184148","11779648.4506532","18331466.092781","19282362.4730138","20753022.8294699","2910779.26487261","3170713.61242526","2945490.14986004","7350868.47255692","9083828.94225289","9161166.80722883","10676708.2661507","9381972.96489536","11615658.3940327","18257627.9227393","18171371.3241715","18951647.6957521","2","1","2","2","7","3","4","3","2","6","5","6"
"sp|P0ACF4|DBHB_ECOLI","2","2","87.78","1.70829128620653E-09","3.10934817335619","15 ng","3 ng","DNA-binding protein HU-beta OS=Escherichia coli (strain K12) GN=hupB PE=1 SV=1","8866699.41293469","9850828.40315729","9626514.68258806","19013275.2152679","18687123.001182","18630722.5453267","23541355.1336688","23036149.6930258","21971910.4271641","28283669.098751","29789734.4862941","30058093.183756","9176993.54457224","10370771.8007187","9523279.03985365","17093739.6897694","18687123.001182","18668447.2451664","22801940.9841329","21208976.7205934","21666029.0716971","28169743.9845378","28073340.4818274","27449032.2255951","0","0","1","1","1","0","0","0","0","1","0","0"
"sp|P0A955|ALKH_ECOLI","4","0","280.78","1.71720204722448E-09","5.88363100043277","15 ng","3 ng","KHG/KDPG aldolase OS=Escherichia coli (strain K12) GN=eda PE=1 SV=1","12346367.1401637","11015839.7366235","12884575.4322172","35669038.3952914","35793298.4597901","36769315.166119","44499055.879839","43749084.3823106","47950920.4024986","66059580.8842827","74308976.2443142","72894134.9305996","12778433.8080658","11597274.4043735","12746400.0416461","32067976.211899","35793298.4597901","36843768.0690903","43101377.9903666","40279010.363117","47283372.9638164","65793496.4073768","70027518.7723626","66566879.2273296","1","1","1","1","1","2","1","2","1","3","2","4"
"P0A955|ALKH_ECOLI","5","1","389.23","1.72182723634506E-09","6.01487729528913","15 ng","3 ng","KHG/KDPG aldolase OS=Escherichia coli (strain K12) GN=eda PE=1 SV=1","13659876.9395456","12076135.7420959","14230408.6340328","39830373.2758839","40138359.4042413","41399537.6074278","49914098.8040321","49130805.9324679","53469354.6244338","74545122.3882746","83317065.8841418","82530931.8731927","14137910.4733146","12713534.6277719","14077800.402482","35809192.5150053","40138359.4042413","41483366.0862183","48346338.974257","45233866.4738393","52724982.453307","74244858.601689","78516589.6523348","75367196.2737785","3","3","4","6","4","4","4","4","4","7","6","6"
"sp|P0A6F5|CH60_ECOLI","13","2","767.44","1.83845572099273E-09","4.14037925110433","15 ng","3 ng","60 kDa chaperonin OS=Escherichia coli (strain K12) GN=groL PE=1 SV=2","80000863.2121276","74720023.0755498","81610373.8299386","172900237.386137","187558792.999669","183903976.92816","213083845.936932","216336851.527451","224276151.925678","303991645.038741","332082928.665693","342426472.073884","82800529.381531","78663872.3716471","80735176.5572052","155444636.272064","187558792.999669","184276357.672496","206391061.692835","199177523.544279","221153897.55561","302767182.867303","312949319.132859","312703643.886913","3","4","3","8","4","5","4","3","3","5","4","6"
"P0A7X3|RS9_ECOLI","3","2","130","1.94350657789499E-09","6.9177226476585","15 ng","3 ng","30S ribosomal protein S9 OS=Escherichia coli (strain K12) GN=rpsI PE=1 SV=2","2035474.99718096","1801481.27923296","2043179.19828132","6179341.45950007","6976828.91441655","6614622.72109129","8726676.2139705","8666545.96150627","8475306.65737936","12256376.459703","14112770.5964082","14307999.2884882","2106707.35967639","1896566.51050827","2021267.95369166","5555489.68638887","6976828.91441655","6628016.43977819","8452578.65950134","7979136.00992041","8357317.90547033","12207008.4274602","13299635.6270706","13066056.1584042","1","1","1","2","1","1","2","2","2","2","3","3"
"P69908|DCEA_ECOLI","1","0","47.49","1.97435012783131E-09","4.47925358510742","15 ng","3 ng","Glutamate decarboxylase alpha OS=Escherichia coli (strain K12) GN=gadA PE=1 SV=1","13744415.6127362","12279624.6099277","12756083.2368976","30722424.441062","31999309.693736","31602699.6475964","37579683.6463337","38089557.0304778","38419611.44899","53248718.8351131","58594821.5947626","61862466.6072737","14225407.6153746","12927763.9824924","12619285.8086325","27620760.7625862","31999309.693736","31666690.8511275","36399337.4145468","35068383.3506123","37884753.8695596","53034235.8289014","55218765.9765322","56492766.4931029","1","0","1","1","1","1","1","0","1","1","0","1"
"P0A836|SUCC_ECOLI","8","5","563.83","1.98087668490388E-09","6.21471683973503","15 ng","3 ng","Succinyl-CoA ligase [ADP-forming] subunit beta OS=Escherichia coli (strain K12) GN=sucC PE=1 SV=1","10840810.7979475","11042910.2301003","11851645.5997208","35117068.4060723","34181317.3287033","35466063.1061953","45493595.2352148","40723084.4417403","44513914.256278","62679273.9812857","73545634.5278983","73430842.5670445","11220189.844889","11625773.724318","11724547.4451664","31571731.8139482","34181317.3287033","35537877.0995561","44064679.7017131","37493025.5891293","43894215.0055009","62426805.2007258","69308158.4867318","67057000.3111401","2","2","3","6","4","5","6","6","8","8","10","6"
"P0AGE9|SUCD_ECOLI","8","4","591.38","2.011409261371E-09","5.41052704951063","15 ng","3 ng","Succinyl-CoA ligase [ADP-forming] subunit alpha OS=Escherichia coli (strain K12) GN=sucD PE=1 SV=2","12971694.9073062","12369217.9843032","13177379.3503012","32583394.902812","37003844.9276797","37432387.7712728","41997223.3416278","41996747.7251296","43317275.8011092","64017774.2050351","71840621.427032","72545866.4437452","13425645.2015113","13022086.2468215","13036063.9031598","29293852.0255769","37003844.9276797","37508183.30682","40678125.90634","38665664.9098165","42714235.5201511","63759914.0167928","67701383.0611698","66248840.6591349","3","3","3","6","6","7","7","8","5","7","11","6"
"P0A6F3|GLPK_ECOLI","19","11","1392.59","2.11215778200824E-09","4.40595508266887","15 ng","3 ng","Glycerol kinase OS=Escherichia coli (strain K12) GN=glpK PE=1 SV=2","101350353.385537","99933437.7030963","105008424.477193","250186047.174862","245202349.33914","253595358.224946","277033788.099739","290393603.563979","298476073.388469","407864628.020287","463500562.749183","478144553.184696","104897154.560397","105208093.701843","103882304.323547","224927852.566153","245202349.33914","254108854.614928","268332390.000208","267360268.962928","294320846.822932","406221771.000269","436795068.367027","436641312.162552","14","13","14","18","17","15","16","20","21","20","19","22"
"P0A6F5|CH60_ECOLI","17","7","972.56","2.17486806342038E-09","4.18764066047704","15 ng","3 ng","60 kDa chaperonin OS=Escherichia coli (strain K12) GN=groL PE=1 SV=2","113578299.130272","108698923.556361","115567743.021457","247742727.173609","272910774.092608","264998055.109738","303348408.161487","307915679.212637","321440088.020809","436631616.963897","480837089.678759","497304608.694015","117553022.763069","114436236.735732","114328383.749325","222731204.402837","272910774.092608","265534640.422669","293820489.99534","283492534.965757","316965168.548003","434872888.043047","453132717.280625","454138263.080374","11","12","12","17","16","19","18","16","15","20","17","16"
"P0AC41|SDHA_ECOLI","3","1","133.17","2.1907210490113E-09","7.40321180155318","15 ng","3 ng","Succinate dehydrogenase flavoprotein subunit OS=Escherichia coli (strain K12) GN=sdhA PE=1 SV=1","589015.822679888","554906.313208576","657154.728043969","1989000.65319782","2301839.26838393","2201010.79899106","2618881.76842757","2521790.08611914","2522588.43027673","4125284.53029067","4523278.26176287","4685190.70251544","609628.69616386","584195.207706572","650107.339351125","1788195.82757855","2301839.26838393","2205467.5489391","2536624.89644455","2321767.65403276","2487470.28381894","4108668.10370067","4262660.70934405","4278513.27062573","0","1","0","1","1","1","1","0","1","2","3","2"
"sp|P0A799|PGK_ECOLI","7","0","411.15","2.27078988945806E-09","4.85297407687813","15 ng","3 ng","Phosphoglycerate kinase OS=Escherichia coli (strain K12) GN=pgk PE=1 SV=2","19480104.2034665","17840655.0924812","20433344.7508875","48423451.8856144","49500301.8963073","49373707.7621527","59215008.1082119","62324829.5013217","65666136.5167637","87391400.449172","94435698.7669747","98452070.5564669","20161819.2065945","18782315.0670405","20214215.652961","43534734.1287145","49500301.8963073","49473682.859778","57355114.5459472","57381371.2631271","64751967.1771145","87039392.5380815","88994600.6851563","89906370.3362747","0","1","0","1","0","0","3","0","3","3","2","2"
"P0AES9|HDEA_ECOLI","1","1","121.98","2.52011322920964E-09","6.1667272716585","15 ng","3 ng","Acid stress chaperone HdeA OS=Escherichia coli (strain K12) GN=hdeA PE=1 SV=1","36136975.1455766","36206881.1924876","37598881.7191171","124434707.910147","113756112.719166","122333762.42056","135962598.506282","130906005.91783","151312757.179983","204973673.1526","237139513.561224","235873694.384203","37401604.8347761","38117941.6690146","37195667.7991936","111872072.607485","113756112.719166","122581471.786439","131692127.729541","120522850.78429","149206260.732207","204148050.103374","223476255.183211","215399712.774233","2","1","2","3","1","3","3","1","2","3","3","2"
"sp|P0A9Q7|ADHE_ECOLI","5","1","280.81","2.56414756094614E-09","4.85397153771497","15 ng","3 ng","Aldehyde-alcohol dehydrogenase OS=Escherichia coli (strain K12) GN=adhE PE=1 SV=2","3476626.52931876","3417515.03760993","3428736.94574385","8650053.98642775","9367716.10400195","8957489.90663978","10947849.7134426","10056141.129965","10889494.4342274","15139639.931397","17084682.0343133","17882636.5220917","3598292.63749531","3597897.26610378","3391966.85043601","7776764.89044419","9367716.10400195","8975627.61532085","10603986.9689596","9258511.77243394","10737896.6326191","15078658.2673028","16100314.5561336","16330412.6836219","1","0","1","1","2","1","2","2","2","1","3","3"
